Employee_ID,Department,Employee_Level,Expense_Type,Expense_Amount,Approved_Amount,Submission_Delay_Days,Employee_Rating,Years_With_Company,Has_Receipt,Country,Is_Fraudulent,Claim_Difference,Approval_Ratio
E3185,HR,Junior,Client Entertainment,745.16,686.65,27,2.0,8,1,USA,0,58.51,0.92
E3186,HR,Executive,Food,1147.21,1029.38,15,4.8,11,1,India,0,117.83,0.9
E3187,IT,Mid,Food,808.71,807.91,19,3.3,13,1,Singapore,0,0.8,1.0
E3188,IT,Mid,Stay,1738.68,1670.19,4,3.6,13,1,USA,0,68.49,0.96
E3189,Sales,Mid,Food,1058.62,873.48,18,5.0,6,1,USA,0,185.14,0.83
E3190,Sales,Mid,Supplies,1543.7,1232.02,9,3.5,12,1,India,0,311.68,0.8
E3191,IT,Mid,Client Entertainment,501.96,441.25,12,4.8,9,1,India,0,60.71,0.88
E3192,Operations,Mid,Stay,514.2,486.07,14,4.7,5,1,USA,0,28.13,0.95
E3193,Operations,Mid,Supplies,955.57,805.17,11,4.8,14,1,USA,0,150.4,0.84
E3194,IT,Junior,Supplies,1374.71,1266.53,16,4.4,2,1,India,0,108.18,0.92
E3195,IT,Senior,Supplies,803.98,567.41,14,2.9,8,1,India,0,236.57,0.71
E3196,HR,Mid,Travel,959.85,938.49,27,3.0,9,1,India,1,21.36,0.98
E3197,Operations,Junior,Supplies,1399.97,1304.98,3,3.1,0,1,USA,0,94.99,0.93
E3198,Operations,Senior,Travel,844.79,691.25,14,4.9,8,0,India,0,153.54,0.82
E3199,Finance,Executive,Food,696.99,568.19,16,3.1,2,1,USA,0,128.8,0.82
E3200,IT,Executive,Travel,1283.36,937.96,26,2.3,8,1,India,1,345.4,0.73
E3201,HR,Mid,Supplies,478.39,452.0,10,4.3,12,1,USA,0,26.39,0.94
E3202,HR,Junior,Client Entertainment,850.53,791.5,22,3.1,9,1,India,1,59.03,0.93
E3203,Finance,Mid,Client Entertainment,1045.71,929.72,22,3.9,0,1,USA,0,115.99,0.89
E3204,Operations,Junior,Food,1211.61,885.0,14,4.8,7,1,India,0,326.61,0.73
E3205,Sales,Executive,Supplies,1329.06,1034.94,19,3.7,5,1,India,0,294.12,0.78
E3206,Sales,Junior,Travel,1391.46,1165.59,20,3.9,13,1,USA,1,225.87,0.84
E3207,Operations,Junior,Client Entertainment,879.01,685.44,25,3.9,8,1,India,1,193.57,0.78
E3208,Sales,Mid,Stay,1383.01,1148.16,6,3.8,3,1,India,0,234.85,0.83
E3209,IT,Mid,Supplies,1202.46,923.23,12,2.5,11,1,Singapore,0,279.23,0.77
E3210,Sales,Senior,Supplies,1288.48,1037.07,21,3.4,4,0,Singapore,1,251.41,0.8
E3211,Finance,Mid,Stay,746.49,668.62,12,2.0,5,1,India,1,77.87,0.9
E3212,Sales,Junior,Client Entertainment,1266.04,1225.16,19,3.9,11,1,Singapore,0,40.88,0.97
E3213,Finance,Junior,Stay,938.9,765.68,19,3.7,8,1,USA,0,173.22,0.82
E3214,Sales,Mid,Food,1019.15,924.95,1,3.0,5,0,India,1,94.2,0.91
E3215,IT,Junior,Travel,1066.06,789.35,9,3.6,8,1,UAE,0,276.71,0.74
E3216,Finance,Mid,Travel,1845.27,1591.08,17,3.5,1,1,Singapore,0,254.19,0.86
E3217,Finance,Mid,Client Entertainment,634.06,619.16,27,2.8,13,1,UAE,1,14.9,0.98
E3218,Finance,Senior,Stay,1475.73,1045.38,19,2.9,3,1,India,1,430.35,0.71
E3219,Sales,Executive,Supplies,1572.15,1226.7,4,4.3,2,1,India,0,345.45,0.78
E3220,Sales,Executive,Supplies,1330.24,984.04,19,4.3,3,1,USA,0,346.2,0.74
E3221,HR,Executive,Supplies,785.82,675.75,29,3.4,0,1,USA,0,110.07,0.86
E3222,Finance,Junior,Food,1678.6,1517.28,18,4.2,1,1,India,0,161.32,0.9
E3223,Finance,Junior,Food,867.19,622.07,26,3.4,3,1,Singapore,0,245.12,0.72
E3224,Finance,Junior,Supplies,1274.85,919.27,1,4.6,9,1,USA,0,355.58,0.72
E3225,Finance,Senior,Client Entertainment,1048.37,1007.36,3,3.0,3,1,USA,0,41.01,0.96
E3226,Operations,Executive,Food,852.34,713.3,29,4.8,4,1,USA,0,139.04,0.84
E3227,IT,Senior,Food,1218.67,1022.33,15,3.6,8,1,USA,0,196.34,0.84
E3228,IT,Junior,Travel,1751.76,1722.64,26,3.6,0,1,India,1,29.12,0.98
E3229,Finance,Executive,Travel,1102.54,877.69,20,4.0,7,1,UAE,0,224.85,0.8
E3230,IT,Mid,Client Entertainment,1791.37,1736.03,15,3.0,2,1,India,0,55.34,0.97
E3231,HR,Junior,Food,926.69,919.53,16,4.2,8,1,India,0,7.16,0.99
E3232,Sales,Mid,Food,1030.97,796.43,14,3.0,10,1,Singapore,0,234.54,0.77
E3233,IT,Junior,Stay,509.68,435.38,12,3.2,7,0,UAE,1,74.3,0.85
E3234,Finance,Mid,Client Entertainment,776.86,668.34,0,4.0,7,0,Singapore,1,108.52,0.86
E3235,IT,Junior,Client Entertainment,912.65,876.01,21,3.1,8,1,Singapore,0,36.64,0.96
E3236,IT,Mid,Stay,868.38,687.04,4,2.6,14,1,USA,0,181.34,0.79
E3237,IT,Mid,Stay,615.9,578.59,26,4.6,3,1,UAE,0,37.31,0.94
E3238,Operations,Senior,Travel,695.26,689.21,19,4.8,11,1,India,0,6.05,0.99
E3239,Sales,Mid,Client Entertainment,885.36,842.96,0,3.9,4,1,UK,1,42.4,0.95
E3240,HR,Mid,Client Entertainment,1474.62,1434.42,11,4.4,11,1,UK,0,40.2,0.97
E3241,IT,Senior,Stay,401.77,366.62,29,5.0,6,1,India,1,35.15,0.91
E3242,IT,Executive,Supplies,167.13,162.31,22,3.8,1,1,USA,0,4.82,0.97
E3243,HR,Junior,Supplies,295.67,221.59,14,4.7,6,1,USA,0,74.08,0.75
E3244,Sales,Mid,Travel,661.04,604.0,3,3.1,11,1,UK,1,57.04,0.91
E3245,Sales,Junior,Supplies,1254.79,1153.86,18,4.1,2,1,India,0,100.93,0.92
E3246,Finance,Junior,Supplies,857.48,713.21,29,2.2,5,1,Singapore,1,144.27,0.83
E3247,HR,Mid,Supplies,852.02,616.79,15,4.4,12,0,India,0,235.23,0.72
E3248,IT,Senior,Food,843.04,747.55,22,4.5,5,0,USA,1,95.49,0.89
E3249,Operations,Junior,Travel,248.87,178.08,17,3.2,5,1,Singapore,1,70.79,0.72
E3250,Sales,Senior,Stay,1344.57,1095.45,25,3.9,9,1,USA,1,249.12,0.81
E3251,HR,Senior,Supplies,1524.21,1246.96,16,4.6,14,1,India,0,277.25,0.82
E3252,Finance,Executive,Food,865.81,865.53,10,4.7,1,0,India,1,0.28,1.0
E3253,Sales,Junior,Supplies,1034.18,816.94,19,2.3,8,1,UK,1,217.24,0.79
E3254,Finance,Executive,Food,1047.49,991.07,12,4.5,7,1,UAE,0,56.42,0.95
E3255,IT,Junior,Travel,572.87,410.15,23,2.8,6,0,UAE,1,162.72,0.72
E3256,Finance,Mid,Supplies,823.4,707.25,28,4.2,10,1,UK,0,116.15,0.86
E3257,Sales,Junior,Food,1714.3,1476.03,21,3.0,13,1,India,1,238.27,0.86
E3258,IT,Junior,Client Entertainment,998.4,887.21,8,2.2,11,1,India,1,111.19,0.89
E3259,IT,Senior,Client Entertainment,1089.41,1027.31,16,2.6,11,1,India,1,62.1,0.94
E3260,Operations,Mid,Food,722.54,670.94,16,3.2,14,1,India,0,51.6,0.93
E3261,IT,Junior,Supplies,828.02,768.65,26,4.2,8,1,India,1,59.37,0.93
E3262,HR,Junior,Supplies,1258.52,1044.18,4,2.3,3,1,India,1,214.34,0.83
E3263,IT,Mid,Travel,664.16,609.86,21,4.4,14,1,USA,1,54.3,0.92
E3264,Finance,Junior,Travel,1647.99,1396.5,7,5.0,1,1,India,0,251.49,0.85
E3265,Sales,Senior,Stay,353.49,254.55,2,4.4,3,1,UK,0,98.94,0.72
E3266,Finance,Junior,Travel,746.73,722.13,5,3.4,13,1,UAE,0,24.6,0.97
E3267,HR,Junior,Supplies,408.05,394.6,2,3.7,11,1,USA,0,13.45,0.97
E3268,HR,Mid,Stay,1529.75,1219.0,7,2.0,9,1,UK,0,310.75,0.8
E3269,Sales,Mid,Travel,985.49,960.04,11,2.6,10,0,UK,1,25.45,0.97
E3270,Sales,Mid,Food,885.44,821.16,26,4.7,13,1,India,1,64.28,0.93
E3271,IT,Junior,Client Entertainment,1159.04,950.69,26,2.1,2,1,India,1,208.35,0.82
E3272,Finance,Executive,Travel,1559.61,1246.83,3,4.7,1,1,India,0,312.78,0.8
E3273,Sales,Mid,Travel,1086.43,1078.33,1,2.3,1,0,India,1,8.1,0.99
E3274,HR,Junior,Food,1457.06,1331.44,27,2.4,13,1,UK,0,125.62,0.91
E3275,Sales,Mid,Supplies,882.55,718.08,24,2.5,7,1,UAE,1,164.47,0.81
E3276,Sales,Senior,Food,615.46,549.36,9,4.4,12,1,UAE,0,66.1,0.89
E3277,Sales,Junior,Travel,1092.89,952.4,14,3.4,4,1,India,1,140.49,0.87
E3278,HR,Junior,Supplies,721.06,618.21,12,2.4,11,1,UAE,0,102.85,0.86
E3279,IT,Senior,Stay,1275.5,1139.54,23,4.1,13,1,India,1,135.96,0.89
E3280,Sales,Mid,Travel,836.27,720.27,14,4.8,5,1,Singapore,1,116.0,0.86
E3281,HR,Mid,Food,966.18,866.12,21,3.7,7,1,India,0,100.06,0.9
E3282,Finance,Junior,Stay,103.84,100.96,18,2.3,6,0,India,1,2.88,0.97
E3283,Operations,Junior,Client Entertainment,950.11,948.19,17,2.2,6,1,India,0,1.92,1.0
E3284,Operations,Mid,Stay,902.97,824.21,12,4.4,11,1,Singapore,0,78.76,0.91
E3285,HR,Junior,Food,1465.19,1433.46,19,3.9,12,1,India,0,31.73,0.98
E3286,Finance,Mid,Stay,1348.04,1290.78,19,4.8,6,1,India,0,57.26,0.96
E3287,IT,Mid,Food,1009.69,796.15,0,3.6,11,1,UAE,0,213.54,0.79
E3288,Sales,Junior,Travel,347.82,340.82,24,2.2,10,1,UAE,1,7.0,0.98
E3289,Operations,Executive,Supplies,823.91,594.24,15,3.2,10,1,India,0,229.67,0.72
E3290,IT,Senior,Client Entertainment,1465.61,1170.99,25,4.0,6,1,UK,0,294.62,0.8
E3291,Finance,Senior,Supplies,920.62,821.18,7,3.2,7,1,India,0,99.44,0.89
E3292,Operations,Junior,Supplies,573.3,491.93,22,5.0,0,1,India,0,81.37,0.86
E3293,IT,Junior,Supplies,1460.73,1260.21,5,3.2,12,0,USA,0,200.52,0.86
E3294,HR,Mid,Food,350.59,329.02,2,3.6,2,1,USA,0,21.57,0.94
E3295,Operations,Junior,Food,954.83,724.15,19,2.7,14,1,USA,0,230.68,0.76
E3296,Finance,Executive,Client Entertainment,1223.23,1216.66,15,2.5,0,1,USA,0,6.57,0.99
E3297,Sales,Junior,Food,1050.42,873.15,1,3.9,7,1,USA,1,177.27,0.83
E3298,Finance,Mid,Food,503.39,495.82,22,3.8,1,1,UK,0,7.57,0.98
E3299,IT,Mid,Food,628.32,512.04,1,2.0,6,1,UK,0,116.28,0.81
E3300,Sales,Mid,Food,720.81,634.7,29,2.9,5,1,USA,1,86.11,0.88
E3301,IT,Junior,Travel,1313.79,1097.14,14,3.9,10,1,India,0,216.65,0.84
E3302,Operations,Mid,Client Entertainment,1068.21,964.36,9,4.4,0,1,USA,0,103.85,0.9
E3303,HR,Junior,Food,844.98,638.04,0,2.9,11,1,UK,0,206.94,0.76
E3304,IT,Senior,Client Entertainment,1163.56,954.34,21,3.9,14,1,USA,1,209.22,0.82
E3305,IT,Junior,Stay,699.93,504.31,19,2.8,5,1,USA,0,195.62,0.72
E3306,IT,Executive,Travel,1295.35,1139.17,14,4.1,8,1,India,0,156.18,0.88
E3307,IT,Senior,Food,1180.22,1167.01,23,4.1,2,1,USA,1,13.21,0.99
E3308,Finance,Junior,Travel,910.2,649.68,0,2.4,11,1,India,0,260.52,0.71
E3309,IT,Senior,Travel,935.09,839.61,24,4.0,6,1,UAE,0,95.48,0.9
E3310,HR,Junior,Stay,863.27,805.03,21,3.0,3,1,UK,1,58.24,0.93
E3311,Sales,Executive,Client Entertainment,1398.38,1068.27,15,2.5,0,1,India,1,330.11,0.76
E3312,Sales,Mid,Travel,1086.44,849.51,29,3.5,6,1,USA,1,236.93,0.78
E3313,Sales,Junior,Supplies,913.41,694.62,17,3.4,0,1,Singapore,0,218.79,0.76
E3314,Finance,Mid,Stay,611.88,482.91,23,4.3,10,1,India,0,128.97,0.79
E3315,IT,Junior,Supplies,1235.8,905.87,4,2.3,3,1,USA,1,329.93,0.73
E3316,Sales,Executive,Stay,1217.1,987.2,20,4.4,12,1,UK,0,229.9,0.81
E3317,HR,Junior,Supplies,789.74,640.23,4,2.3,14,1,UK,1,149.51,0.81
E3318,Finance,Mid,Supplies,831.94,783.83,22,2.6,8,1,India,1,48.11,0.94
E3319,Sales,Mid,Travel,953.19,896.28,22,3.5,4,1,USA,1,56.91,0.94
E3320,Sales,Executive,Travel,538.55,505.71,9,3.4,6,1,UAE,0,32.84,0.94
E3321,HR,Junior,Stay,1029.48,895.76,26,5.0,12,1,UAE,1,133.72,0.87
E3322,Finance,Mid,Client Entertainment,341.82,272.7,22,3.8,6,1,UK,0,69.12,0.8
E3323,Sales,Mid,Travel,488.21,401.94,11,3.0,14,1,UAE,0,86.27,0.82
E3324,HR,Senior,Travel,796.16,633.21,9,4.7,11,1,USA,0,162.95,0.8
E3325,Sales,Junior,Food,748.68,654.78,1,2.9,2,1,USA,1,93.9,0.87
E3326,Sales,Junior,Travel,1180.56,1158.59,23,2.8,12,1,USA,1,21.97,0.98
E3327,Sales,Junior,Client Entertainment,1113.2,874.25,0,3.5,10,1,India,0,238.95,0.79
E3328,HR,Senior,Food,1550.65,1298.91,15,4.7,7,1,USA,0,251.74,0.84
E3329,Finance,Junior,Supplies,1037.14,929.83,28,4.1,0,1,USA,1,107.31,0.9
E3330,Sales,Mid,Supplies,1082.45,1032.02,29,4.0,3,0,Singapore,1,50.43,0.95
E3331,Sales,Junior,Food,534.78,414.99,17,4.2,9,1,UK,0,119.79,0.78
E3332,Sales,Senior,Food,535.61,419.96,26,4.0,3,1,USA,0,115.65,0.78
E3333,Finance,Executive,Food,1025.77,990.43,6,4.3,1,0,India,0,35.34,0.97
E3334,Finance,Mid,Stay,1032.68,747.74,3,2.6,5,1,India,0,284.94,0.72
E3335,Operations,Mid,Client Entertainment,1115.84,983.76,26,2.5,14,1,India,1,132.08,0.88
E3336,Sales,Junior,Client Entertainment,1507.85,1444.73,9,3.1,0,1,UK,0,63.12,0.96
E3337,Operations,Junior,Supplies,553.28,540.29,9,4.6,2,1,India,0,12.99,0.98
E3338,Sales,Junior,Supplies,1675.96,1179.55,24,4.1,8,1,USA,1,496.41,0.7
E3339,HR,Mid,Supplies,404.0,327.6,10,3.7,11,0,India,1,76.4,0.81
E3340,Sales,Mid,Travel,1149.18,893.12,24,2.1,9,0,UK,1,256.06,0.78
E3341,Operations,Executive,Supplies,501.46,436.47,29,2.7,5,1,Singapore,0,64.99,0.87
E3342,HR,Mid,Food,1289.65,1147.61,2,4.4,1,1,UK,0,142.04,0.89
E3343,Sales,Mid,Supplies,406.47,406.44,28,2.7,11,1,India,1,0.03,1.0
E3344,Finance,Mid,Food,100.0,85.38,13,4.2,11,1,USA,0,14.62,0.85
E3345,HR,Mid,Stay,1058.35,915.94,12,2.6,14,1,India,1,142.41,0.87
E3346,Sales,Junior,Travel,950.01,783.09,18,3.8,14,1,India,1,166.92,0.82
E3347,IT,Mid,Travel,1442.43,1073.6,24,3.9,8,1,India,0,368.83,0.74
E3348,IT,Mid,Client Entertainment,1031.15,815.63,28,4.3,12,1,India,0,215.52,0.79
E3349,IT,Senior,Stay,702.06,543.46,9,3.3,1,1,India,0,158.6,0.77
E3350,IT,Executive,Food,784.08,737.32,14,3.9,11,1,India,0,46.76,0.94
E3351,IT,Junior,Stay,2286.41,1974.87,27,3.5,6,1,India,1,311.54,0.86
E3352,IT,Junior,Travel,650.17,512.89,7,4.8,14,1,USA,0,137.28,0.79
E3353,Operations,Mid,Food,1209.82,1024.39,16,3.6,0,1,UAE,0,185.43,0.85
E3354,HR,Mid,Stay,1160.88,888.84,5,2.6,4,1,Singapore,1,272.04,0.77
E3355,Finance,Junior,Travel,1219.14,921.11,6,4.0,6,1,India,1,298.03,0.76
E3356,Finance,Senior,Food,1186.49,1136.63,13,3.6,2,1,USA,0,49.86,0.96
E3357,Sales,Executive,Food,892.95,878.17,26,4.4,3,0,Singapore,1,14.78,0.98
E3358,IT,Executive,Travel,295.18,213.71,29,2.5,4,1,India,1,81.47,0.72
E3359,Sales,Junior,Food,1062.25,987.33,7,2.8,2,1,Singapore,1,74.92,0.93
E3360,Sales,Senior,Travel,994.87,831.71,11,4.8,14,1,USA,0,163.16,0.84
E3361,Sales,Senior,Supplies,1049.57,857.18,27,4.8,5,1,UAE,1,192.39,0.82
E3362,IT,Mid,Supplies,1226.09,1111.85,17,3.3,14,0,Singapore,1,114.24,0.91
E3363,Sales,Mid,Food,834.55,650.85,13,2.1,2,1,UK,0,183.7,0.78
E3364,IT,Senior,Food,751.88,530.96,0,2.9,7,1,UK,0,220.92,0.71
E3365,Operations,Mid,Travel,1360.34,1039.57,3,2.7,6,1,India,0,320.77,0.76
E3366,Sales,Mid,Food,868.46,656.1,16,3.2,0,1,India,0,212.36,0.76
E3367,IT,Mid,Client Entertainment,802.51,569.96,17,3.0,1,1,USA,0,232.55,0.71
E3368,IT,Mid,Supplies,767.9,611.55,18,4.5,3,0,India,0,156.35,0.8
E3369,Finance,Junior,Food,1237.83,1042.69,3,2.0,4,1,India,1,195.14,0.84
E3370,Sales,Executive,Food,916.09,843.49,27,3.9,13,1,India,1,72.6,0.92
E3371,IT,Mid,Stay,1885.12,1503.76,27,4.0,13,1,Singapore,1,381.36,0.8
E3372,HR,Mid,Food,1022.98,775.79,5,4.0,10,1,India,0,247.19,0.76
E3373,IT,Junior,Client Entertainment,517.36,397.95,7,3.6,13,0,India,1,119.41,0.77
E3374,Sales,Mid,Supplies,825.25,798.31,24,3.8,9,0,USA,1,26.94,0.97
E3375,Sales,Junior,Stay,1262.13,961.0,14,4.4,10,1,USA,0,301.13,0.76
E3376,Sales,Junior,Travel,759.93,732.4,19,4.4,3,1,India,0,27.53,0.96
E3377,Sales,Mid,Travel,993.11,828.38,0,2.1,14,0,UAE,1,164.73,0.83
E3378,Finance,Mid,Supplies,1391.38,1364.0,29,2.1,3,1,USA,1,27.38,0.98
E3379,Finance,Mid,Travel,1451.55,1193.79,4,4.5,13,1,USA,0,257.76,0.82
E3380,Sales,Junior,Client Entertainment,790.23,595.29,15,3.7,8,1,India,1,194.94,0.75
E3381,IT,Mid,Food,897.27,775.88,20,4.9,3,1,USA,0,121.39,0.86
E3382,IT,Junior,Supplies,1038.73,910.25,24,3.3,3,1,Singapore,1,128.48,0.88
E3383,Finance,Executive,Stay,1536.93,1368.86,5,2.5,3,1,India,0,168.07,0.89
E3384,IT,Mid,Food,560.08,461.2,20,3.4,1,1,India,0,98.88,0.82
E3385,Finance,Mid,Travel,1143.89,817.4,9,3.3,12,1,India,0,326.49,0.71
E3386,Operations,Junior,Travel,1022.18,907.71,9,3.6,7,0,UAE,0,114.47,0.89
E3387,IT,Junior,Stay,641.19,628.31,4,4.4,12,1,India,0,12.88,0.98
E3388,HR,Executive,Client Entertainment,1494.94,1475.9,7,4.0,13,1,Singapore,0,19.04,0.99
E3389,Finance,Junior,Stay,1396.14,1227.3,26,2.6,3,0,India,1,168.84,0.88
E3390,Sales,Mid,Supplies,1615.31,1140.35,0,4.2,4,1,USA,1,474.96,0.71
E3391,IT,Mid,Stay,1472.08,1077.29,4,3.8,7,1,UK,0,394.79,0.73
E3392,Operations,Junior,Travel,1004.08,954.07,0,3.7,13,1,India,0,50.01,0.95
E3393,Operations,Senior,Client Entertainment,1247.77,1184.04,6,4.0,3,1,USA,0,63.73,0.95
E3394,IT,Mid,Client Entertainment,1132.73,1114.39,29,3.7,4,1,India,0,18.34,0.98
E3395,Operations,Junior,Stay,637.17,553.78,14,3.4,4,1,India,0,83.39,0.87
E3396,Operations,Junior,Supplies,478.24,458.7,22,3.9,5,1,Singapore,0,19.54,0.96
E3397,Sales,Junior,Travel,1147.6,1087.32,28,4.2,6,1,India,1,60.28,0.95
E3398,Sales,Senior,Food,1038.59,910.66,25,2.7,2,1,UK,1,127.93,0.88
E3399,IT,Mid,Client Entertainment,865.43,809.26,23,3.5,13,1,India,0,56.17,0.94
E3400,HR,Junior,Stay,963.05,710.46,13,3.4,9,1,India,1,252.59,0.74
E3401,Finance,Junior,Supplies,1707.79,1522.94,22,2.1,10,1,UK,1,184.85,0.89
E3402,Finance,Mid,Supplies,128.16,126.37,26,4.5,2,1,USA,1,1.79,0.99
E3403,Operations,Mid,Travel,1255.96,940.19,8,3.1,12,1,India,0,315.77,0.75
E3404,IT,Mid,Client Entertainment,1337.01,1234.34,7,2.2,8,0,USA,0,102.67,0.92
E3405,Sales,Mid,Travel,1387.09,1104.45,7,3.4,0,1,India,0,282.64,0.8
E3406,Sales,Junior,Food,448.66,424.04,2,2.5,14,1,Singapore,1,24.62,0.95
E3407,Operations,Mid,Food,882.72,802.54,25,4.1,9,1,India,0,80.18,0.91
E3408,Operations,Executive,Food,862.74,843.64,19,3.7,11,1,India,0,19.1,0.98
E3409,IT,Junior,Supplies,1116.79,1020.28,3,2.8,12,1,UK,0,96.51,0.91
E3410,Finance,Mid,Client Entertainment,548.24,451.25,16,4.9,7,1,India,0,96.99,0.82
E3411,IT,Mid,Travel,1151.39,809.74,5,2.9,9,1,India,0,341.65,0.7
E3412,Finance,Mid,Travel,646.09,605.95,1,3.7,2,1,India,0,40.14,0.94
E3413,Finance,Junior,Food,880.97,724.63,8,4.4,4,0,Singapore,1,156.34,0.82
E3414,IT,Senior,Client Entertainment,1538.02,1386.05,13,3.5,2,0,UAE,1,151.97,0.9
E3415,Sales,Mid,Client Entertainment,1336.86,977.94,0,4.9,9,1,UK,1,358.92,0.73
E3416,HR,Mid,Stay,1049.53,1015.2,16,4.5,0,1,USA,0,34.33,0.97
E3417,IT,Junior,Client Entertainment,443.1,368.08,10,4.8,9,1,USA,0,75.02,0.83
E3418,Sales,Junior,Client Entertainment,1132.95,1105.66,28,3.1,13,1,USA,1,27.29,0.98
E3419,IT,Junior,Travel,1159.84,1057.89,25,3.6,4,1,India,0,101.95,0.91
E3420,Finance,Senior,Client Entertainment,160.23,118.0,26,4.5,7,1,UAE,0,42.23,0.74
E3421,Sales,Junior,Client Entertainment,1140.34,996.38,5,4.7,4,1,India,1,143.96,0.87
E3422,Sales,Mid,Travel,569.57,554.18,28,4.8,14,1,India,0,15.39,0.97
E3423,Sales,Mid,Client Entertainment,408.17,383.68,0,4.6,3,1,Singapore,0,24.49,0.94
E3424,Finance,Mid,Travel,551.21,454.96,27,4.2,8,1,UK,0,96.25,0.83
E3425,Sales,Mid,Stay,135.41,133.58,18,2.1,12,1,India,0,1.83,0.99
E3426,Sales,Mid,Supplies,836.97,653.31,15,2.9,0,1,India,1,183.66,0.78
E3427,HR,Junior,Travel,597.89,485.8,25,2.4,4,1,USA,1,112.09,0.81
E3428,Sales,Junior,Travel,1456.23,1346.89,17,2.5,0,0,USA,0,109.34,0.92
E3429,Operations,Mid,Client Entertainment,856.38,659.3,28,2.9,14,0,USA,1,197.08,0.77
E3430,HR,Mid,Travel,712.07,608.54,10,2.2,5,0,India,1,103.53,0.85
E3431,HR,Junior,Food,362.8,333.28,8,2.7,14,0,UAE,1,29.52,0.92
E3432,Operations,Mid,Food,828.83,740.3,20,4.9,9,1,India,0,88.53,0.89
E3433,Sales,Junior,Stay,1541.38,1150.81,5,2.9,8,1,USA,1,390.57,0.75
E3434,IT,Junior,Travel,1618.93,1439.06,1,2.5,10,1,USA,1,179.87,0.89
E3435,Sales,Junior,Client Entertainment,854.1,744.62,7,4.2,13,1,India,1,109.48,0.87
E3436,IT,Senior,Client Entertainment,972.2,843.24,21,4.5,1,1,India,0,128.96,0.87
E3437,IT,Junior,Supplies,1281.16,1214.3,15,2.9,12,1,UAE,0,66.86,0.95
E3438,HR,Junior,Stay,589.78,445.39,26,2.8,12,1,Singapore,1,144.39,0.76
E3439,Operations,Junior,Client Entertainment,1147.62,1062.09,27,2.7,3,1,India,1,85.53,0.93
E3440,Operations,Junior,Supplies,1946.69,1807.07,7,3.2,7,1,Singapore,0,139.62,0.93
E3441,IT,Mid,Client Entertainment,1306.05,1197.37,7,2.3,13,1,India,0,108.68,0.92
E3442,HR,Junior,Supplies,1293.29,1101.61,13,4.0,2,1,USA,0,191.68,0.85
E3443,IT,Junior,Food,1537.53,1258.71,0,4.5,13,1,India,0,278.82,0.82
E3444,Operations,Mid,Food,1361.51,1114.27,6,4.0,6,1,Singapore,0,247.24,0.82
E3445,Operations,Junior,Client Entertainment,898.87,827.09,1,3.3,11,1,India,1,71.78,0.92
E3446,Sales,Senior,Stay,528.08,448.54,14,2.9,6,1,USA,0,79.54,0.85
E3447,Sales,Mid,Travel,946.6,758.73,26,3.2,13,1,UK,0,187.87,0.8
E3448,Sales,Junior,Stay,612.13,543.35,23,3.3,14,1,India,1,68.78,0.89
E3449,HR,Mid,Stay,887.25,843.87,27,4.0,1,1,USA,1,43.38,0.95
E3450,Finance,Junior,Travel,651.5,468.07,17,4.8,11,1,India,1,183.43,0.72
E3451,HR,Mid,Food,844.05,837.0,3,2.2,9,1,UK,0,7.05,0.99
E3452,Sales,Mid,Food,405.87,295.88,17,4.9,3,1,India,0,109.99,0.73
E3453,Sales,Junior,Travel,722.67,616.82,28,4.7,0,1,USA,0,105.85,0.85
E3454,IT,Mid,Supplies,1162.21,1008.87,22,2.4,7,1,UAE,1,153.34,0.87
E3455,Operations,Senior,Stay,1263.18,936.6,4,2.6,9,1,India,1,326.58,0.74
E3456,Finance,Executive,Client Entertainment,1176.38,1146.59,28,2.9,9,1,India,1,29.79,0.97
E3457,HR,Mid,Food,849.61,714.89,26,3.7,8,1,UK,0,134.72,0.84
E3458,Sales,Mid,Client Entertainment,1049.93,780.03,15,2.4,0,1,UK,1,269.9,0.74
E3459,Sales,Junior,Travel,1777.59,1623.8,12,2.6,10,1,UAE,0,153.79,0.91
E3460,Sales,Junior,Client Entertainment,711.7,639.83,26,4.7,6,1,India,1,71.87,0.9
E3461,IT,Mid,Client Entertainment,1641.97,1623.68,8,2.3,0,1,India,0,18.29,0.99
E3462,Finance,Mid,Stay,422.46,351.68,4,3.2,11,1,Singapore,0,70.78,0.83
E3463,Sales,Executive,Travel,316.47,246.95,26,4.3,0,1,Singapore,0,69.52,0.78
E3464,HR,Mid,Client Entertainment,941.09,675.7,7,4.7,8,1,USA,0,265.39,0.72
E3465,Finance,Mid,Food,985.02,906.16,17,3.0,9,1,India,0,78.86,0.92
E3466,Sales,Mid,Travel,547.75,484.86,2,2.5,9,1,India,0,62.89,0.89
E3467,HR,Senior,Food,868.35,861.22,5,4.2,5,1,India,0,7.13,0.99
E3468,Sales,Mid,Supplies,1161.05,1060.79,10,4.3,0,1,UAE,0,100.26,0.91
E3469,Sales,Mid,Client Entertainment,610.05,597.82,22,4.9,6,1,India,0,12.23,0.98
E3470,Finance,Junior,Travel,1406.36,1402.81,13,2.4,2,1,USA,1,3.55,1.0
E3471,Finance,Senior,Food,1450.06,1201.42,25,4.1,9,1,USA,0,248.64,0.83
E3472,Sales,Junior,Client Entertainment,1498.02,1116.16,23,3.3,3,1,India,1,381.86,0.75
E3473,Sales,Senior,Stay,636.84,483.21,18,4.7,13,1,India,1,153.63,0.76
